Número na Processada	Nome do Museu	Natureza Administrativa	Instituição mantenedora	Endereço Visitação	Número Visitação	Complemento Visitação	Bairro Visitação	CEP Visitação	Município Visitação	UF Visitação	Longitude	Latitude	Endereço Correspondência	Número Correspondência	Complemento Correspondência	Caixa Postal	Bairro Correspondência	CEP Correspondência	Município Correspondência	UF Correspondência	Telefone	E-mail	Site	Antropologia e Etnografia	Arqueologia	Arquivístico	Artes Visuais	Ciências Naturais e História Natural	Ciência e Tecnologia	História	Imagem e Som	Virtual	Outros	2.3 -  Em relação à temática do museu, classifique a instituição em APENAS UMA   opção:	Ano de Abertura	Situação de funcionamento	Segunda_feira	Terça-feira	Quarta-feira	Quinta-feira	Sexta-feira	Sábado	Domingo	O ingresso ao Museu é cobrado?	Valor	[Bebedouro] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Estacionamento  ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Guarda-volumes  ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Livraria] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Loja] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Restaurante e/ou lanchonete] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Sanitário] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Teatro/Auditório ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	3.5.1 - Capacidade do teatro/auditório (assentos):	O Museu promove visitas guiadas?	O Museu possui infraestrutura para recebimento de turistas estrangeiros?	3.6.1 - O museu dispõe de sinalização visual em outro(s) idioma(s)?	3.6.2 - O museu oferece material de divulgação impresso em outros idiomas?	3.6.3 - O museu oferece audioguia em outros idiomas?	3.6.4 - O museu dispõe de guia/monitor/mediador que fala outro idioma?	3.7 - O museu possui infraestrutura para atender visitantes que apresentam dificuldade de locomoção?	[Bebedouro adaptado] 3.7.1 - Especifique:	[Cadeira de rodas para uso do visitante] 3.7.1 - Especifique:	[Circuito de visitação adaptado] 3.7.1 - Especifique:	[Corrimãos nas escadas e nas rampas] 3.7.1 - Especifique:	Elevadores com cabine e portas de entrada acessíveis para pessoa portadora de deficiência ou com mobilidade reduzida	Rampa de acesso	sanitários adaptados com equipamentos e acessórios próprios	[Telefone público adaptado] 3.7.1 - Especifique:	Vagas exclusivas em estacionamento	[Vaga de estacionamento exclusiva para idosos] 3.7.1 - Especifique:	3.8 - O museu oferece instalações e serviços destinados às pessoas com deficiências auditivas e visuais?	[Guia multimídia (audioguia com monitor)] 3.8.1 - Especifique:	[Maquetes táteis ou mapas em relevo do museu] 3.8.1 - Especifique:	[Obras e reproduções táteis] 3.8.1 - Especifique:	[Piso tátil] 3.8.1 - Especifique:	sinalização em braile	[Tradutor de Linguagem Brasileira de Sinais (LIBRAS)] 3.8.1 - Especifique:	textos/etiquetas em braile com informações sobre os objetos em exposição	O Museu possui arquivo histórico?	O arquivo tem acesso ao público?	O Museu possui biblioteca?	A biblioteca tem acesso ao público?	1.3 -  CNPJ:	2.2  -  Em relação à sua atividade principal, indique a opção que melhor caracterize a instituição:	2.2.1 -  A instituição possui acervo:	2.5 - O museu é de caráter comunitário?	2.5.1 - A comunidade realiza atividades museológicas (inventário participativo, museografia...)?	2.6 - O Museu é:	2.7 - Com relação ao acervo, indique a opção que melhor caracterize a instituição:	2.7.1 -  O comodato/empréstimo está formalizado por meio de documento legal?	2.7.2 - Especifique, em meses , a duração do comodato/empréstimo (havendo mais de um contrato especificar o de maior duração):	2.8 - Com relação às exposições, indique a opção que melhor caracterize a instituição:	2.9 - O museu é itinerante?	2.9.1 -  O museu depende de recursos financeiros de outra instituição para a itinerância da exposição?	2.10 -  O museu possui também acervo material?	2.10.1 - Esse acervo encontra-se em exposição presencial?	[O museu NÃO possui acervo em exposições em núcleo edificado] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[A exposição do museu está no próprio território] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O museu possui núcleo(s) edificado(s) com acervo em exposição] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O museu possui núcleo edificado apenas como sede técnico administrativa] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O Museu NÃO possui núcleo edificado e NÃO possui sede técnico-administrativa] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O acervo do museu é composto de núcleos edificados] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	2.12 -  Identifique o tipo/categoria de manejo da Unidade de Conservação:	2.12.1 - Especifique:	2.12.2 - Especifique:	3.3 - O museu é aberto ao púbico em geral ou somente para públicos específicos?	4.1 - O museu possui instrumento de criação?	4.1.1 - Especifique instrumento de criação:	Nº e data da Lei:	Nº e data do Decreto-Lei:	Nº e data da Decreto:	Nº e data da Portaria:	Nº e data da Resolução:	Nº e data do Ata de Reunião:	Natureza do documento, número e data:	4.2 - O museu possui regimento interno?	4.3 -  O museu possui plano museológico?	6.6 - O museu possui política de aquisição de acervo?	6.7 - O museu possui política de descarte de acervo?
1.01.73.5420	Museu Histórico Vale do Cahy	Pública Municipal  	-	Rua Pinheiro Machado	577	-	  -  	95760-000	São Sebastião do Caí	RS	-51.376517	-29.589557	Rua Pinheiro Machado	577	 	    	    	95760-000	São Sebastião do Caí	RS	(51) 3635-4455	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.01.83.1810	Museu da Cidade de Bom Despacho	Privada  	-	Avenida Ari Marques	355	-	Centro	35600-000	Bom Despacho	MG	-	-	Avenida Ari Marques	355	 	    	Centro	35600-000	Bom Despacho	MG	(37)3521-4238 (biblioteca) / (37) 3521-4206 (secretaria de cultura). Não tem telefone no museu.	museudacidade.bdmg@gmail.com	  -  	1	2	NULL	3	4	5	6	7	NULL	NULL	História	1998	Fechado	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	Sim	Não	Não	Não	Não	Não	Sim	Não	N/A	S	S	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	S	N	04.251.679/0001-42	Museu	N/A	Sim	Sim	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Outro	N/A	N/A	N/A	N/A	N/A	N/A	Ata de inauguração, nº 01 - 30 de maio de 1998	Sim	Sim	Sim	Sim
1.01.84.4475	Museu de Ciências Naturais e de História Barra do Jardim	Privada  	-	Rua Padre Miguel Coelho	35	-	Centro	63290-000	Jardim	CE	-39.282979	-7.576395	Rua Padre Miguel Coelho	35	-	    	Centro	63290-000	Jardim	CE	(88) 3555-1935 / (88) 3555-1448	casalimabotelho@bol.com.br	  -  	1	2	NULL	3	4	5	6	7	NULL	11	-	2001	Aberto	08:00 - 11:30	08:00 - 11:30	08:00 - 11:30	08:00 - 11:30	08:00 - 11:30	08:00 - 11:30	Não abre	N	0	-	-	-	-	-	-	-	-	-	N	S	-	-	-	-	-	-	-	-	-	N	S	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.02.01.0001	Museu Casa Histórica de Alcântara	Pública Federal  	-	Praça Gomes de Castro (Praça da Matriz)	7	-	Centro	65250-000	Alcântara	MA	-44.415545	-2.405731	Praça Gomes de Castro (Praça da Matriz)	7	-	    	Centro	65250-000	Alcântara	MA	(98) 3337-1515	mcha@museus.gov.br	http://museucasaalcantara.blogspot.com.br; https://pt-br.facebook.com/museucasahistoricadealcantara.mcha	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	História	2004	Aberto	Não abre	09:30 - 16:30	09:30 - 16:30	09:30 - 16:30	10:00 - 16:00	09:30 - 14:30	09:30 - 14:30	S	R$ 2,00.  Meia entrada para estudantes  Gratuidade para professores, terceira idade, crianças até 10 anos, associados do ICOM, Funcionários de museus, aniversariantes e moradores de Alcântara.	Não	Não	Não	Não	Não	Não	Sim	Sim	50	S	S	Sim	Não	Não	Não	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	N	N	S	S		Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto	N/A	N/A	DECRETO No 93.656, DE 5 DE DEZEMBRO DE 1986.	N/A	N/A	N/A	N/A	Sim	Sim	Não	Não
1.02.01.0002	Museu de Arte Religiosa e Tradicional de Cabo Frio	Pública Federal  	-	Largo de Santo Antônio	s/n	-	Centro	28905-360	Cabo Frio	RJ	-42.029006	-22.889929	Largo de Santo Antônio	s/n	-	    	Centro	28905-360	Cabo Frio	RJ	(22) 2647-1008 / (22) 2646-7340	  -  	  -  	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	Artes, Arquitetura e Linguística	1982	Fechado	Não abre	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	13:00 - 17:00	13:00 - 17:00	S	R$ 2,00 - público em geral; gratuidade - estudantes da rede pública, crianças até 10 anos e adultos acima de 65 anos. Quartas-feiras a entrada é gratuita para todos.	Não	Não	Sim	Não	Sim	Não	Sim	Sim	100	S	N	N/A	N/A	N/A	N/A	Sim	Não	Não	Não	Não	N	S	N	Não	N	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	S	S	108.985.960/0006-57	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Outro	N/A	N/A	N/A	N/A	N/A	N/A	Convênio DPHAN-Arquidiocese de Niterói 2/03/68	Não	Sim	Não	Não
1.02.01.0003	Museu Regional de Caeté	Pública Federal  	-	Rua Israel Pinheiro	176	-	Centro	34800-000	Caeté	MG	-43.670983	-19.896566	Rua Israel Pinheiro	176	-	    	Centro	34800-000	Caeté	MG	(31) 3651-2388	caete@museus.gov.br	  -  	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	1979	Fechado	Não abre	12:00 - 17:00	12:00 - 17:00	12:00 - 17:00	12:00 - 17:00	12:00 - 17:00  	12:00 - 17:00	S	R$ 1,00. Entrada franca para estudantes da rede pública e moradores da cidade.	Não	Não	Não	Não	Não	Não	Não	Não	N/A	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	N	N	S	S	10.898.596/0009-08	Centro Cultural	N/A	Sim	Não	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto-Lei	N/A	Decreto lei 8534 de 2 janeiro de 1946	N/A	N/A	N/A	N/A	N/A	Sim	Sim	Não	Não
1.02.01.0004	Museu das Bandeiras	Pública Federal  	-	Praça Brasil Ramos Caiado	s/n	-	Centro	76600-000	Goiás	GO	-49.255396	-16.683233	Praça Brasil Ramos Caiado	s/n	-	    	Centro	76600-000	Goiás	GO	(62) 3371-1087	mdb@museus.gov.br; atendimento.muban@gmail.com	https://www.facebook.com/museudasbandeiras?fref=ts	1	2	NULL	3	NULL	5	6	NULL	NULL	NULL	História	1954	Aberto	Não abre	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 14:00	S	R$ 4,00 - Meia para estudantes, professores e terceira idade. Grupos acima de 15 pessoas pagam meia e moradores da cidade tem gratuidade.	Sim	Não	Sim	Não	Não	Não	Sim	Não	N/A	S	N	N/A	N/A	N/A	N/A	Sim	Não	Não	Não	Não	S	N	N	Não	N	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	N	N	S	S	10.898.596/0005-76	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	Lei 395, folha 77, SPHAN, 03/05/51	N/A	N/A	N/A	N/A	N/A	N/A	Não	Sim	Não	Não
1.02.01.0005	Museu do Diamante	Pública Federal  	-	Rua Direita	14	Casa	Centro	39100-000	Diamantina	MG	-43.622041	-17.941224	Rua Direita	14	Casa	-	Centro	39100-000	Diamantina	MG	(38) 3531-1382	museudodiamante@museus.gov.br	www.museudodiamante.gov.br	1	NULL	NULL	3	4	NULL	6	7	NULL	11	História	1956	Aberto	Não abre	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	09:00 - 13:00	N	-	Não	Não	Sim	Não	Não	Não	Sim	Não	N/A	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	10.898.596/0001-42	Museu	N/A	Sim	Não	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto-Lei	N/A	DECRETO - LEI Nº 2.200 DE 11 DE ABRIL DE 1956	N/A	N/A	N/A	N/A	N/A	Não	Sim	Não	Não
1.02.01.0006	Museu Victor Meirelles	Pública Federal  	-	Rua Victor Meirelles	59	-	Centro	88010-440	Florianópolis	SC	-48.54918	-27.597714	Rua Victor Meirelles	59	-	    	Centro	88010-440	Florianópolis	SC	(48) 3222-0692	mvm@museus.gov.br	www.museuvictormeirelles.museus.gov.br; facebook.com/Museu Victor Meirelles; facebook.com/Victor Meirelles Lima	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	Artes, Arquitetura e Linguística	1952	Aberto	Não abre	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	10:00 - 14:00	Não abre	N	-	Sim	Não	Sim	Não	Não	Não	Sim	Não	N/A	S	S	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	N	S	N	Não	N	Não	Sim	Sim	Não	Não	Não	N	Sim	N	S	S	S	S	10.898.596/0014-67	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto-Lei	N/A	Nº 9014 de 22/02/1946	N/A	N/A	N/A	N/A	N/A	Não	Sim	Sim	Não
1.02.01.0007	Museu de Arqueologia de Itaipu 	Pública Federal  	-	Praça de Itaipu	s/n	-	Itaipu	24340-005	Niterói	RJ	-43.04492	-22.971325	Praça de Itaipu	s/n	-	    	Itaipu	24340-005	Niterói	RJ	(21) 3701-2994 / (21) 3701-2966	mai@museus.gov.br	www.maiibram.blogspot.com	1	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Antropologia e Arqueologia	1977	Aberto	09:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	13:00 - 17:00	13:00 - 17:00	S	R$ 2,00 - público em geral; Gratuidade para maiores de 60 anos, menores de 7 anos, estudantes da rede pública. Demais estudantes pagam meia entrada (apresentar carteirinha).	Sim	Sim	Sim	Não	Não	Não	Sim	Não	N/A	S	S	Não	Sim	Não	Sim	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	N	N	S	S	10.898.596/0017-00	Museu	N/A	Sim	Sim	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Não	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Não	Sim	Não	Não
1.02.01.0008	Museu da Inconfidência	Pública Federal  	-	Praça Tiradentes	139	-	Centro	35400-000	Ouro Preto	MG	-43.503686	-20.385743	Praça Tiradentes	139	-	    	Centro	35400-000	Ouro Preto	MG	(31) 3551-1121 / (31) 3551-4977/ (31) 3551-5233 / (31) 3551-4977 / (31) 3551-6023	mdinc@museus.gov.br; inconfidencia@veloxmail.com.br	www.museudainconfidencia.gov.br; https://www.facebook.com/museudainconfidencia?fref=ts; https://www.facebook.com/educmuseuinc?fref=ts; 	NULL	NULL	NULL	3	NULL	5	6	7	NULL	NULL	História	1942	Aberto	Não abre	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	10:00 - 18:00	S	R$ 10,00 - público em geral. No Dia Internacional dos Museus, 18 de maio, a visitação é gratuita. Moradores do município de Ouro Preto não pagam entrada mediante comprovação de residência	Sim	Não	Sim	Não	Sim	Não	Sim	Sim	93	S	S	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	S	S	S	Não	N	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	S	S	10.898.596/0008-19	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto-Lei	N/A	965, de 20/12/1938 	N/A	N/A	N/A	N/A	N/A	Não	Sim	Não	Não
1.02.01.0009	Museu de Arte Sacra da Boa Morte	Pública Federal  	-	Rua Luiz do Couto	s/n	-	Centro	76600-000	Goiás	GO	-49.187052	-16.66399	Rua Luiz do Couto	s/n	-	    	Centro	76600-000	Goiás	GO	(62) 3371-1207	masbm@museus.gov.br	  -  	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	História	1969	Aberto	Não abre	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	S	R$ 3,00 - Público em geral; Meia entrada para estudantes com comprovação, professores, maiores de 60 anos com comprovação de idade e grupos acima de 15 pessoas.	Não	Não	Não	Não	Não	Não	Sim	Não	N/A	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	10.898.996/0016-29	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	lei estadual 8.915, de 13/10/1980	N/A	N/A	N/A	N/A	N/A	N/A	Não	Sim	Não	Não
1.02.01.0010	Museu Forte Defensor Perpétuo de Paraty	Pública Federal  	-	Avenida Orlando Carpinelli	s/n	Morro do Forte	Pontal	23970-000	Parati	RJ	-	-	Avenida Orlando Carpinelli	s/n	Morro do Forte	    	Pontal	23970-000	Parati	RJ	(24) 3373-1038	mdfdpp@museus.gov.br	http://museusdeparaty.wordpress.com; https://www.facebook.com/pages/Museu-Forte-Defensor-Perp%C3%A9tuo/175801322492426?ref=hl	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	1970	Fechado	Não abre	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 14:00 - 17:00	09:00 - 12:00 / 14:00 - 17:00	S	R$ 2,00 - público em geral. Gratuidade - crianças até 5 anos, idosos acima de 65 anos, e grupos de alunos de escola pública, moradores de Parati, guias de turismo, membros ICOM e IBRAM. As terças-feiras a entrada no Forte é gratuita.	Sim	Não	Não	Não	Não	Não	Sim	Não	N/A	S	S	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	N	S	S	Não	N	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	N	N	S	N	10.898.596/0028-62	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Não	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Não	Sim	Não	Não
1.02.01.0011	Museu de Arte Sacra de Paraty	Pública Federal  	-	Largo de Santa Rita	s/n	-	Centro Histórico	23970-000	Parati	RJ	-44.712695	-23.220532	Largo de Santa Rita	s/n	-	    	Centro Histórico	23970-000	Parati	RJ	(24) 3371-8328 / (24) 3371-8751 / (24) 9954-2653	masdp@museus.gov.br	museusdeparaty.worpress.com/museu-de-arte-sacra/	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	1977	Aberto	Não abre	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 13:00 - 17:00	09:00 - 12:00 / 14:00 - 17:00	09:00 - 12:00 / 14:00 - 17:00	S	R$ 2,00 - público em geral; entrada franca terça-feira; gratuidade - estudantes da rede pública, crianças até 05 anos, adultos acima de 65 anos moradores de Paraty, guias de turismo, membros ICOM, IBRAM.	Não	Não	Sim	Não	Não	Não	Sim	Não	N/A	S	S	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	N	S	N	Não	N	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	N	N	N	N	10.898.596/0029-43	Museu	N/A	Sim	Não	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Outro	N/A	N/A	N/A	N/A	N/A	N/A	Convênio - entre a Mitra Diocesana - ano 1973.	Não	Sim	Não	Não
1.02.01.0012	Museu Imperial	Pública Federal  	-	Rua da Imperatriz	220	-	Centro	25610-320	Petrópolis	RJ	-43.175782	-22.509004	Rua da Imperatriz	220	-	    	Centro	25610-320	Petrópolis	RJ	(24) 2233-0300 / (24) 2233-0360	mimp@museus.gov.br	www.museuimperial.gov.br	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	1943	Aberto	Não abre	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	S	R$ 10,00; Política de redução de valor para estudantes, guias de turismo, professores, crianças e terceira idade. Gratuidade: menores de 7 anos, a partir de 80 anos mediante documentação, deficiente físico.	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	180	S	S	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	S	S	S	Não	S	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	S	S	10.898.596/0003-04	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto-Lei	N/A	44 de 27/11/1939	N/A	N/A	N/A	N/A	N/A	Sim	Sim	Sim	Não
1.02.01.0013	Museu da Abolição	Pública Federal  	-	Rua Benfica	1150	-	Madalena	50720-001	Recife	PE	-34.909019	-8.057042	Rua Benfica	1150	-	    	Madalena	50720-001	Recife	PE	(81) 3228-3248	mab@museus.gov.br; museuabolicao@gmail.com	www.museudaabolicao.museus.gov.br; https://www.facebook.com/MuseuAbolicao; twitter.com/@museudaabolicao; instagram.com/#museuabolicao	NULL	NULL	NULL	3	NULL	NULL	6	NULL	NULL	11	História	1983	Aberto	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	13:00 - 17:00	Não abre	N	-	Sim	Sim	Não	Não	Não	Não	Sim	Sim	50	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	N	S	S	10.898.596/0013-86	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	Lei Federal nº 3357, de 22 de dezembro de 1957	N/A	N/A	N/A	N/A	N/A	N/A	Sim	Sim	Sim	Sim
1.02.01.0015	Museu Villa-Lobos	Pública Federal  	-	Rua Sorocaba	200	-	Botafogo	22271-110	Rio de Janeiro	RJ	-43.190438	-22.951854	Rua Sorocaba	200	-	    	Botafogo	22271-110	Rio de Janeiro	RJ	(21) 2226-9818 / (21) 2226-9020	mvl@museus.gov.br	www.museuvillalobos.org.br	NULL	NULL	NULL	NULL	NULL	NULL	6	7	NULL	NULL	Artes, Arquitetura e Linguística	1960	Aberto	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	Não abre	Não abre	N	0	Sim	Sim	Não	Não	Não	Não	Sim	Sim	60	S	S	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	N	S	S	Não	S	Não	Sim	Não	Não	Não	Sim	N	Não	N	N	S	S	S	10.898.596/0025-10	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto	N/A	N/A	48.379 DE 22/06/1960	N/A	N/A	N/A	N/A	Não	Sim	Não	Não
